City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Cayenne,GF,2021-05-31 02:20:59,4.9333,-52.3333,79.09,87,75,1.01
294,Naryan-Mar,RU,2021-05-31 02:20:59,67.6713,53.087,35.65,96,99,14.03
295,Makakilo City,US,2021-05-31 02:20:59,21.3469,-158.0858,81.28,68,90,11.5
296,Rio Grande,BR,2021-05-31 02:21:00,-32.035,-52.0986,47.17,66,0,8.81
297,Champerico,GT,2021-05-31 02:21:00,14.3,-91.9167,81.36,74,21,2.37
298,Hauterive,FR,2021-05-31 02:21:00,46.0901,3.4459,50.76,92,24,1.95
299,Dalfsen,NL,2021-05-31 02:21:01,52.5,6.25,53.2,95,0,6.55
300,Troitsko-Pechorsk,RU,2021-05-31 02:21:01,62.7084,56.1964,38.93,63,9,7.83
301,Port Elizabeth,ZA,2021-05-31 02:21:02,-33.918,25.5701,53.89,82,0,5.75
302,Torbay,CA,2021-05-31 02:21:02,47.6666,-52.7314,48.67,80,75,9.22
303,Saint-Pierre,RE,2021-05-31 02:21:03,-21.3393,55.4781,70.29,49,0,9.22
304,Burgos,ES,2021-05-31 02:21:03,42.3394,-3.7079,54.01,94,0,6.91
305,Palembang,ID,2021-05-31 02:21:03,-2.9167,104.7458,82.49,78,20,2.3
306,Tambacounda,SN,2021-05-31 02:21:04,13.7539,-13.7586,89.65,48,100,10.31
307,Clyde River,CA,2021-05-31 02:21:04,70.4692,-68.5914,25.03,100,90,3.44
308,Tilichiki,RU,2021-05-31 02:21:05,60.4667,166.1,45.48,65,80,3.71
309,Mabaruma,GY,2021-05-31 02:21:05,8.2,-59.7833,73.69,99,100,2.06
310,Ulaangom,MN,2021-05-31 02:21:05,49.9811,92.0667,56.35,31,8,3.62
311,Mutuipe,BR,2021-05-31 02:21:06,-13.2286,-39.5047,66.65,99,52,2.89
312,Oulainen,FI,2021-05-31 02:18:16,64.2667,24.8,48.81,72,100,7.54
313,Chapais,CA,2021-05-31 02:17:44,49.7834,-74.8492,56.98,57,5,5.3
314,Vila Velha,BR,2021-05-31 02:19:52,-20.3297,-40.2925,75.94,87,20,4.0
315,Portland,US,2021-05-31 02:20:48,45.5234,-122.6762,82.98,36,20,4.0
316,San Cristobal,VE,2021-05-31 02:21:07,7.7669,-72.225,71.78,98,72,2.42
317,Kattivakkam,IN,2021-05-31 02:21:07,13.2167,80.3167,85.06,74,44,12.19
318,Juneau,US,2021-05-31 02:21:07,58.3019,-134.4197,52.21,93,90,5.01
319,Ust-Kuyga,RU,2021-05-31 02:21:08,70.0167,135.6,63.75,38,60,6.91
320,Biltine,TD,2021-05-31 02:21:08,14.5333,20.9167,87.01,15,38,7.36
321,Eyl,SO,2021-05-31 02:21:08,7.9803,49.8164,77.56,80,100,16.33
322,Tshikapa,CD,2021-05-31 02:21:09,-6.4167,20.8,66.58,46,83,2.53
323,Yulara,AU,2021-05-31 02:21:09,-25.2406,130.9889,66.04,26,75,6.91
324,Durham,US,2021-05-31 02:19:28,36.0335,-78.8664,58.24,89,20,3.42
325,Samana,DO,2021-05-31 02:21:09,19.2056,-69.3369,77.23,82,12,9.1
326,Qui Nhon,VN,2021-05-31 02:17:43,13.7667,109.2333,90.45,59,6,3.6
327,Mayumba,GA,2021-05-31 02:21:10,-3.432,10.6554,76.14,91,68,4.72
328,Lago Da Pedra,BR,2021-05-31 02:21:10,-4.3333,-45.1667,78.08,76,94,2.8
329,Devils Lake,US,2021-05-31 02:21:11,48.1128,-98.8651,60.78,49,1,8.01
330,Tarakan,ID,2021-05-31 02:17:34,3.3,117.6333,76.5,100,75,3.44
331,Qaqortoq,GL,2021-05-31 02:21:12,60.7167,-46.0333,43.3,75,4,4.52
332,Phetchabun,TH,2021-05-31 02:21:13,16.25,101.0833,88.07,75,66,6.06
333,Khatanga,RU,2021-05-31 02:21:13,71.9667,102.5,50.52,72,100,7.99
334,Goundi,TD,2021-05-31 02:21:13,9.3627,17.366,83.79,43,36,5.93
335,Cap Malheureux,MU,2021-05-31 02:21:14,-19.9842,57.6142,71.47,83,17,3.0
336,Souillac,MU,2021-05-31 02:21:14,-20.5167,57.5167,71.37,94,20,6.76
337,Ponta Delgada,PT,2021-05-31 02:21:14,37.7333,-25.6667,61.52,82,20,5.75
338,Namatanai,PG,2021-05-31 02:21:15,-3.6667,152.4333,83.68,74,98,7.92
339,Aswan,EG,2021-05-31 02:18:15,24.0934,32.907,87.6,12,95,9.42
340,Mazagao,BR,2021-05-31 02:21:15,-0.115,-51.2894,78.85,97,16,3.74
341,Kudahuvadhoo,MV,2021-05-31 02:21:15,2.6708,72.8944,83.46,66,11,20.33
342,Homa Bay,KE,2021-05-31 02:21:16,-0.5273,34.4571,66.61,82,99,4.29
343,Sakakah,SA,2021-05-31 02:21:16,29.9697,40.2064,80.17,13,81,5.93
344,Alekseyevsk,RU,2021-05-31 02:21:16,57.8406,108.3492,39.2,97,100,2.44
345,Esmeralda,CU,2021-05-31 02:21:17,21.8525,-78.1169,72.64,87,35,6.6
346,Santa Maria,BR,2021-05-31 02:19:49,-29.6842,-53.8069,43.65,69,5,2.84
347,Calvia,ES,2021-05-31 02:21:17,39.5657,2.5062,67.91,66,97,5.03
348,Dahod,IN,2021-05-31 02:21:18,22.8333,74.2667,82.44,73,14,12.28
349,San Fernando,PH,2021-05-31 02:21:18,15.0286,120.6898,94.73,54,99,3.4
350,Tungawan,PH,2021-05-31 02:21:18,7.5081,122.3711,81.23,82,100,3.76
351,Talnakh,RU,2021-05-31 02:21:19,69.4865,88.3972,34.43,100,100,5.55
352,Luwuk,ID,2021-05-31 02:21:19,-0.9516,122.7875,84.54,72,100,5.1
353,Umba,RU,2021-05-31 02:21:20,66.6871,34.3429,42.55,77,60,3.65
354,Christchurch,NZ,2021-05-31 02:20:54,-43.5333,172.6333,50.92,94,75,5.99
355,Castro,BR,2021-05-31 02:21:20,-24.7911,-50.0119,56.71,99,100,3.22
356,Saint-Michel-Des-Saints,CA,2021-05-31 02:21:20,46.6834,-73.9159,52.93,92,100,5.53
357,Dakar,SN,2021-05-31 02:20:17,14.6937,-17.4441,72.48,87,99,9.62
358,Dwarka,IN,2021-05-31 02:21:21,22.2394,68.9678,83.48,77,66,15.75
359,Hamilton,US,2021-05-31 02:19:20,39.1834,-84.5333,56.59,83,1,2.55
360,Udachnyy,RU,2021-05-31 02:21:21,66.4167,112.4,62.78,31,9,6.93
361,Bereda,ES,2021-05-31 02:21:22,43.2686,-7.5406,54.91,100,24,2.82
362,Jasper,US,2021-05-31 02:21:22,37.2001,-94.3502,64.54,81,1,6.64
363,Beryslav,UA,2021-05-31 02:21:23,46.8415,33.4284,58.15,80,100,1.57
364,Imbituba,BR,2021-05-31 02:21:23,-28.24,-48.6703,58.89,71,41,3.98
365,Clarence Town,AU,2021-05-31 02:17:37,-32.5833,151.7833,66.06,56,72,3.83
366,Georgetown,MY,2021-05-31 02:21:23,5.4112,100.3354,87.73,73,20,1.01
367,Flinders,AU,2021-05-31 02:21:24,-34.5833,150.8552,66.18,55,0,3.0
368,Ishigaki,JP,2021-05-31 02:21:24,24.3448,124.1572,82.53,89,75,10.36
369,Bilibino,RU,2021-05-31 02:21:24,68.0546,166.4372,60.28,26,22,2.35
370,Hopkinton,US,2021-05-31 02:21:25,41.4612,-71.7776,50.52,96,90,3.0
371,Bon Accord,CA,2021-05-31 02:21:25,53.8335,-113.4187,72.95,35,1,5.59
372,La Ronge,CA,2021-05-31 02:16:56,55.1001,-105.2842,64.65,32,75,4.61
373,Constitucion,CL,2021-05-31 02:21:26,-35.3333,-72.4167,55.36,74,95,3.71
374,Valdez,EC,2021-05-31 02:21:26,1.2492,-78.9831,78.6,82,97,9.78
375,Petropavlovsk-Kamchatskiy,RU,2021-05-31 02:21:27,53.0452,158.6483,45.19,66,40,8.32
376,Shingu,JP,2021-05-31 02:21:27,33.7333,135.9833,74.39,65,0,8.34
377,Ghanzi,BW,2021-05-31 02:21:27,-21.5667,21.7833,54.16,36,23,6.98
378,Wewak,PG,2021-05-31 02:21:28,-3.5534,143.6268,85.32,69,90,6.8
379,Eston,CA,2021-05-31 02:21:28,51.1501,-108.7514,71.73,34,26,8.14
380,Dawson Creek,CA,2021-05-31 02:21:28,55.7666,-120.2362,63.75,48,20,18.41
381,Pemangkat,ID,2021-05-31 02:21:29,1.1667,108.9667,83.89,74,95,1.7
382,Riyadh,SA,2021-05-31 02:19:29,24.6877,46.7219,87.85,11,0,0.0
383,Grand Gaube,MU,2021-05-31 02:21:29,-20.0064,57.6608,71.38,83,16,3.0
384,Jumla,NP,2021-05-31 02:21:30,29.2747,82.1838,63.37,67,73,1.14
385,Komsomolskiy,UZ,2021-05-31 02:21:30,40.4272,71.7189,78.22,41,1,9.22
386,Tiarei,PF,2021-05-31 02:21:30,-17.5333,-149.3333,82.42,70,81,16.37
387,Catalao,BR,2021-05-31 02:21:31,-18.1658,-47.9464,72.82,52,100,2.19
388,Port Hardy,CA,2021-05-31 02:21:31,50.6996,-127.4199,60.98,72,90,9.22
389,Mercedes,AR,2021-05-31 02:19:33,-34.6515,-59.4307,49.86,65,41,8.61
390,Iqaluit,CA,2021-05-31 02:19:34,63.7506,-68.5145,37.13,81,90,11.01
391,La Estancia,MX,2021-05-31 02:21:10,20.4167,-100.0667,72.82,55,52,14.52
392,Kysyl-Syr,RU,2021-05-31 02:21:32,63.8986,122.7617,65.21,29,16,8.5
393,Soto La Marina,MX,2021-05-31 02:21:32,23.7667,-98.2167,79.77,82,33,12.08
394,Flin Flon,CA,2021-05-31 02:21:32,54.7682,-101.865,59.81,37,11,5.7
395,Changji,CN,2021-05-31 02:21:33,44.0167,87.3167,83.19,15,0,2.55
396,Geraldton,AU,2021-05-31 02:18:24,-28.7667,114.6,62.13,77,90,17.18
397,Zhigansk,RU,2021-05-31 02:21:33,66.7697,123.3711,56.46,41,0,10.94
398,Tay Ninh,VN,2021-05-31 02:21:34,11.3,106.1,88.72,62,11,7.45
399,Takoradi,GH,2021-05-31 02:21:34,4.8845,-1.7554,78.87,87,100,7.0
400,Selu,IN,2021-05-31 02:21:34,19.4667,76.4667,81.93,59,94,5.64
401,Kasongo-Lunda,CD,2021-05-31 02:18:31,-6.4667,16.8167,68.58,57,63,1.7
402,San Carlos De Bariloche,AR,2021-05-31 02:19:22,-41.1456,-71.3082,51.44,62,75,9.78
403,Nantucket,US,2021-05-31 02:21:35,41.2835,-70.0995,55.15,97,100,11.77
404,Forio,IT,2021-05-31 02:21:35,40.7342,13.8646,66.42,56,12,1.99
405,Banepa,NP,2021-05-31 02:21:36,27.6298,85.5214,68.32,100,75,0.54
406,Moscow,RU,2021-05-31 02:20:46,55.7522,37.6156,47.37,62,100,7.7
407,Saint-Augustin,CA,2021-05-31 02:17:12,51.226,-58.6502,51.03,58,0,8.86
408,Doha,QA,2021-05-31 02:21:36,25.2867,51.5333,91.38,40,0,6.91
409,Novobirilyussy,RU,2021-05-31 02:21:37,56.9514,90.6661,54.1,40,22,4.99
410,Maniitsoq,GL,2021-05-31 02:21:37,65.4167,-52.9,34.43,86,100,5.55
411,Benton Harbor,US,2021-05-31 02:21:37,42.1167,-86.4542,56.14,52,1,0.0
412,Usinsk,RU,2021-05-31 02:21:38,65.9939,57.5281,36.46,64,28,12.84
413,Loukhi,RU,2021-05-31 02:21:38,66.0764,33.0381,47.59,65,100,4.12
414,Siuri,IN,2021-05-31 02:21:39,23.9167,87.5333,85.23,61,83,10.89
415,Samarai,PG,2021-05-31 02:19:54,-10.6167,150.6667,80.46,77,88,16.58
416,Manicore,BR,2021-05-31 02:21:39,-5.8092,-61.3003,76.32,75,16,2.68
417,Mount Isa,AU,2021-05-31 02:21:39,-20.7333,139.5,76.77,38,3,12.66
418,Sartana,UA,2021-05-31 02:21:40,47.1744,37.6927,61.86,100,34,3.85
419,Petropavlovka,RU,2021-05-31 02:21:40,50.6114,105.3196,45.91,47,98,3.0
420,Taybad,IR,2021-05-31 02:21:40,34.74,60.7756,82.74,13,0,9.44
421,Presidencia Roque Saenz Pena,AR,2021-05-31 02:21:41,-26.7852,-60.4388,52.92,55,0,5.23
422,Catanzaro,IT,2021-05-31 02:21:42,38.8908,16.5987,55.76,80,1,3.53
423,Aliwal North,ZA,2021-05-31 02:21:42,-30.6937,26.7114,36.37,69,0,3.83
424,Sorland,NO,2021-05-31 02:21:42,67.667,12.6934,45.75,94,100,10.29
425,Thinadhoo,MV,2021-05-31 02:21:43,0.5333,72.9333,83.25,73,15,18.37
426,Lusaka,ZM,2021-05-31 02:19:12,-15.4067,28.2871,53.83,42,0,4.79
427,Ponte De Sor,PT,2021-05-31 02:21:43,39.2496,-8.0101,61.68,70,92,2.66
428,Gra Liyia,GR,2021-05-31 02:21:44,35.0167,25.6833,66.43,68,0,2.53
429,Jian,CN,2021-05-31 02:21:44,27.1172,114.9793,79.14,78,67,1.41
430,Placido De Castro,BR,2021-05-31 02:21:44,-10.3353,-67.1856,73.62,85,14,0.09
431,Hambantota,LK,2021-05-31 02:21:45,6.1241,81.1185,81.68,80,100,18.84
432,Mocuba,MZ,2021-05-31 02:21:45,-16.8392,36.9856,60.13,86,0,2.21
433,Samoded,RU,2021-05-31 02:21:45,63.6083,40.5111,38.19,68,81,4.76
434,The Pas,CA,2021-05-31 02:21:46,53.8251,-101.2541,60.82,39,1,4.12
435,Lagoa,PT,2021-05-31 02:21:46,39.05,-27.9833,62.31,87,94,10.07
436,Acarau,BR,2021-05-31 02:21:46,-2.8856,-40.12,76.37,84,12,11.05
437,Muros,ES,2021-05-31 02:17:05,42.7762,-9.0603,64.83,81,3,4.74
438,Urusha,RU,2021-05-31 02:21:47,54.05,122.9,58.68,62,100,10.45
439,Kieta,PG,2021-05-31 02:21:47,-6.2167,155.6333,85.01,72,58,5.19
440,Pangnirtung,CA,2021-05-31 02:21:48,66.1451,-65.7125,31.84,99,100,0.85
441,Tari,NG,2021-05-31 02:21:48,12.4086,4.4914,88.16,41,62,9.48
442,Waw,SS,2021-05-31 02:21:48,7.7029,27.9953,76.87,65,7,3.87
443,Mangrol,IN,2021-05-31 02:21:49,21.1167,70.1167,83.41,72,98,9.73
444,Santa Ana,US,2021-05-31 02:17:34,33.7456,-117.8678,77.86,71,20,1.99
445,Houma,US,2021-05-31 02:21:49,29.5958,-90.7195,75.99,79,1,0.0
446,Beirut,LB,2021-05-31 02:17:54,33.8889,35.4944,83.86,37,0,3.44
447,Frontera,MX,2021-05-31 02:21:50,26.9333,-101.45,84.94,57,99,13.22
448,Sylvan Lake,CA,2021-05-31 02:21:50,52.3168,-114.0853,70.45,28,1,7.78
449,Bontang,ID,2021-05-31 02:21:50,0.1333,117.5,82.53,79,100,5.66
450,Seoul,KR,2021-05-31 02:20:00,37.5683,126.9778,71.08,62,75,5.1
451,Tak Bai,TH,2021-05-31 02:21:51,6.2595,102.0546,87.91,74,77,2.44
452,Brainerd,US,2021-05-31 02:21:51,46.358,-94.2008,64.06,72,90,13.8
453,Kathmandu,NP,2021-05-31 02:21:07,27.7167,85.3167,70.02,100,75,2.3
454,Cumana,VE,2021-05-31 02:21:52,10.4635,-64.1775,80.69,81,85,9.37
455,Sipe Sipe,BO,2021-05-31 02:21:52,-17.45,-66.3833,59.49,76,61,7.0
456,Bulancak,TR,2021-05-31 02:21:53,40.9372,38.2291,57.02,100,0,2.8
457,Snezhnogorsk,RU,2021-05-31 02:21:53,69.1933,33.2531,40.78,85,100,13.85
458,Carbonia,IT,2021-05-31 02:20:56,39.1672,8.5222,63.0,83,100,3.62
459,Kerouane,GN,2021-05-31 02:21:54,9.2667,-9.0167,70.56,95,100,2.28
460,Vung Tau,VN,2021-05-31 02:20:53,10.346,107.0843,84.7,75,16,10.04
461,Manica,FR,2021-05-31 02:21:54,49.0,-1.1667,47.61,88,25,4.5
462,Carndonagh,IE,2021-05-31 02:21:54,55.25,-7.2667,50.9,92,8,6.26
463,Leo,BF,2021-05-31 02:21:55,11.1,-2.1,79.38,70,76,12.93
464,Los Llanos De Aridane,ES,2021-05-31 02:21:55,28.6585,-17.9182,64.15,80,75,14.34
465,Emmauss,RU,2021-05-31 02:21:55,56.7805,36.115,36.39,81,17,6.08
466,Kiama,AU,2021-05-31 02:18:08,-34.6833,150.8667,66.38,51,0,2.77
467,Kanigiri,IN,2021-05-31 02:21:56,15.4,79.5167,89.29,52,56,17.36
468,Bokoro,TD,2021-05-31 02:21:56,12.3807,17.0568,88.75,26,0,7.99
469,Prince Albert,CA,2021-05-31 02:21:38,53.2001,-105.7677,69.75,23,75,5.75
470,Inuvik,CA,2021-05-31 02:21:24,68.3499,-133.7218,54.36,82,75,6.91
471,Kapit,MY,2021-05-31 02:21:57,2.0167,112.9333,87.96,61,25,0.49
472,Torbat-E Jam,IR,2021-05-31 02:21:57,35.244,60.6225,83.53,13,0,7.11
473,Egvekinot,RU,2021-05-31 02:21:58,66.3167,-179.1667,47.52,39,48,4.29
474,Rafaela,AR,2021-05-31 02:21:58,-31.2503,-61.4867,53.06,61,0,1.99
475,Saint-Leu,RE,2021-05-31 02:21:59,-21.15,55.2833,69.67,68,0,1.34
476,Sakaiminato,JP,2021-05-31 02:21:59,35.55,133.2333,71.53,68,75,10.36
477,Mayo,US,2021-05-31 02:18:49,38.8876,-76.5119,54.95,87,87,4.0
478,Coahuayana,MX,2021-05-31 02:21:59,18.7333,-103.6833,79.23,65,91,2.59
479,Dobrinka,RU,2021-05-31 02:22:00,52.1653,40.4731,46.02,92,100,9.78
480,Montepuez,MZ,2021-05-31 02:22:00,-13.1256,38.9997,66.65,90,91,2.89
481,Great Falls,US,2021-05-31 02:22:00,47.5002,-111.3008,69.93,28,1,6.91
482,Mkushi,ZM,2021-05-31 02:22:01,-13.6202,29.3939,50.4,62,0,3.56
483,Waipawa,NZ,2021-05-31 02:20:08,-41.4122,175.5153,49.46,88,100,13.33
484,Diffa,NE,2021-05-31 02:22:01,13.3154,12.6113,85.48,10,0,10.02
485,Gueugnon,FR,2021-05-31 02:22:02,46.6036,4.0629,47.08,95,3,2.62
486,Vidalia,US,2021-05-31 02:22:02,32.2177,-82.4135,70.72,64,1,5.75
487,Pervomayskoye,RU,2021-05-31 02:22:02,43.919,46.7102,61.95,78,1,7.92
488,Yegorlykskaya,RU,2021-05-31 02:22:03,46.5656,40.6562,61.95,98,23,7.0
489,Dalby,AU,2021-05-31 02:22:03,-27.1833,151.2667,68.7,38,0,7.05
490,Tromso,NO,2021-05-31 02:22:03,69.6496,18.957,45.25,96,100,1.99
491,Sungairaya,ID,2021-05-31 02:22:04,0.7,108.9,85.51,72,66,2.35
492,Diamantino,BR,2021-05-31 02:22:04,-14.4086,-56.4461,75.0,53,100,0.69
493,Vilhena,BR,2021-05-31 02:22:04,-12.7406,-60.1458,69.1,58,89,3.24
494,Truth Or Consequences,US,2021-05-31 02:21:13,33.1284,-107.2528,88.03,7,1,11.32
495,Oussouye,SN,2021-05-31 02:22:05,12.485,-16.5469,75.27,76,100,6.2
496,Sao Filipe,CV,2021-05-31 02:22:05,14.8961,-24.4956,72.41,83,52,6.93
497,Sorada,IN,2021-05-31 02:22:06,19.75,84.4333,87.22,65,42,0.96
498,Bandarbeyla,SO,2021-05-31 02:22:06,9.4942,50.8122,77.97,83,90,22.59
499,Kupang,ID,2021-05-31 02:17:11,-10.1667,123.5833,84.78,65,40,3.44
500,Puerto Del Rosario,ES,2021-05-31 02:22:06,28.5004,-13.8627,67.75,73,84,19.57
501,Cherskiy,RU,2021-05-31 02:22:07,68.75,161.3,63.88,28,0,2.89
502,Itoman,JP,2021-05-31 02:22:07,26.1247,127.6694,78.82,78,75,19.57
503,Kloulklubed,PW,2021-05-31 02:22:07,7.0419,134.2556,86.5,78,100,22.1
504,Grants,US,2021-05-31 02:22:08,35.1473,-107.8514,70.03,30,1,21.85
505,Konigs Wusterhausen,DE,2021-05-31 02:22:09,52.3014,13.633,48.02,80,0,4.88
506,Tortoli,IT,2021-05-31 02:22:09,39.9256,9.6572,59.99,76,32,4.14
507,Sola,VU,2021-05-31 02:21:42,-13.8833,167.55,75.74,89,100,7.45
508,Shimoda,JP,2021-05-31 02:22:10,34.6667,138.95,72.1,62,1,10.51
509,Tarko-Sale,RU,2021-05-31 02:22:10,64.9225,77.785,46.99,84,100,11.65
510,Mitsamiouli,KM,2021-05-31 02:22:11,-11.3847,43.2844,78.13,78,6,10.04
511,Tsalka,GE,2021-05-31 02:22:11,41.5946,44.0891,47.61,77,0,5.95
512,Moerai,PF,2021-05-31 02:22:11,-22.4333,-151.3333,74.64,58,3,14.45
513,Bagdarin,RU,2021-05-31 02:22:12,54.4333,113.6,49.53,36,100,7.11
514,Prince Rupert,CA,2021-05-31 02:22:12,54.3161,-130.3201,57.29,79,90,9.22
515,Korla,CN,2021-05-31 02:22:12,41.7597,86.1469,79.5,16,2,4.83
516,Amahai,ID,2021-05-31 02:22:13,-3.3333,128.9167,82.27,75,100,5.99
517,Saint-Paul,RE,2021-05-31 02:22:13,-21.0096,55.2707,70.74,70,0,3.04
518,Mbini,GQ,2021-05-31 02:22:14,1.574,9.6134,78.64,90,100,11.21
519,Bima,ID,2021-05-31 02:22:14,-8.4667,118.7167,87.01,53,83,3.04
520,Nemuro,JP,2021-05-31 02:22:14,43.3236,145.575,45.03,79,87,19.98
521,Tumaco,CO,2021-05-31 02:22:15,1.7986,-78.8156,77.34,85,74,6.46
522,Brae,GB,2021-05-31 02:22:15,60.3964,-1.353,46.31,96,29,9.64
523,Deputatskiy,RU,2021-05-31 02:22:15,69.3,139.9,59.72,39,8,17.65
524,Mareeba,AU,2021-05-31 02:22:16,-17.0,145.4333,74.44,70,90,8.95
525,Santiago Del Estero,AR,2021-05-31 02:22:16,-27.7951,-64.2615,55.26,45,0,8.12
526,Honningsvag,NO,2021-05-31 02:22:17,70.9821,25.9704,41.88,95,100,27.42
527,Vannes,FR,2021-05-31 02:22:17,47.8333,-2.5,56.26,79,26,6.42
528,Hualmay,PE,2021-05-31 02:22:18,-11.0964,-77.6139,64.98,89,92,10.09
529,Nanguneri,IN,2021-05-31 02:22:18,8.4933,77.6581,83.41,76,71,6.08
530,Groningen,NL,2021-05-31 02:22:19,53.25,6.75,50.04,94,90,6.35
531,Balurghat,IN,2021-05-31 02:22:19,25.2167,88.7667,87.73,67,13,3.56
532,Acajutla,SV,2021-05-31 02:18:52,13.5928,-89.8275,80.89,79,46,4.14
533,Nizwa,OM,2021-05-31 02:22:20,22.9333,57.5333,83.08,37,60,1.23
534,Ust-Omchug,RU,2021-05-31 02:22:20,61.15,149.6333,41.9,74,100,4.43
535,Chapayevka,UA,2021-05-31 02:22:21,47.4711,36.3451,60.8,75,100,4.36
536,Batken,KG,2021-05-31 02:22:21,39.8333,71.0,60.89,41,3,2.98
537,Saint-Francois,FR,2021-05-31 02:22:21,46.4154,3.9054,52.18,92,0,2.3
538,Luanshya,ZM,2021-05-31 02:22:22,-13.1367,28.4166,49.39,59,0,4.03
539,Machilipatnam,IN,2021-05-31 02:22:22,16.1667,81.1333,88.0,56,57,11.56
540,Hassleholm,SE,2021-05-31 02:22:22,56.1591,13.7664,46.44,90,0,4.54
541,Elko,US,2021-05-31 02:22:23,41.0002,-115.5012,77.02,10,8,8.99
542,Mackenzie,CA,2021-05-31 02:22:23,55.2999,-123.1698,55.62,76,90,4.61
543,Morgan City,US,2021-05-31 02:22:23,29.6994,-91.2068,75.0,88,75,4.52
544,Giehun,SL,2021-05-31 02:22:24,7.8833,-11.05,73.44,98,100,0.58
545,Huilong,CN,2021-05-31 02:22:24,31.8111,121.655,81.99,54,97,13.24
546,Sao Francisco De Assis,BR,2021-05-31 02:22:25,-29.5503,-55.1311,45.25,65,3,3.18
547,Dunedin,NZ,2021-05-31 02:20:37,-45.8742,170.5036,50.81,86,100,11.01
548,Saint-Joseph,RE,2021-05-31 02:22:25,-21.3667,55.6167,69.21,75,1,6.15
549,Arys,KZ,2021-05-31 02:22:25,42.4252,68.795,79.02,29,0,6.2
550,Nelson Bay,AU,2021-05-31 02:22:26,-32.7167,152.15,65.77,66,89,1.99
551,Kapiri Mposhi,ZM,2021-05-31 02:22:26,-13.9652,28.6809,49.91,60,0,3.53
552,Longyearbyen,SJ,2021-05-31 02:22:27,78.2186,15.6401,33.64,75,90,0.0
553,Tigre,AR,2021-05-31 02:22:27,-34.426,-58.5796,54.23,69,0,5.75
554,Te Anau,NZ,2021-05-31 02:22:27,-45.4167,167.7167,47.3,94,100,5.57
555,Pangai,TO,2021-05-31 02:22:28,-19.8,-174.35,82.51,74,20,9.22
556,Bamiantong,CN,2021-05-31 02:22:28,44.9333,130.5333,65.53,60,65,6.24
557,Xacmaz,AZ,2021-05-31 02:22:29,41.4635,48.806,66.97,73,53,4.36
